Title,Date,Content,Url
校领导带队赴宣城经开区开展科技合作对接活动,2015-05-29, 5月28日，校党委副书记、副校长、宣城校区党委书记、管委会主任朱大勇，宣城校区管委会副主任叶敏率宣城校区研究院、皖江禽产业研究院、建筑工程系等相关部门负责人和专家代表赴宣城经济开发区开展科技合作对接活动。宣城经济开发区党工委书记、管委会主任牛传勇，管委会副主任吴忠梅及相关部门负责人参加了对接活动。 朱大勇一行考察了经开区宣城科技园，先后调研了已入驻科技园区的宣城恒皓汽车零部件有限公司、安徽挚达中鼎汽车充电设备有限公司、安徽拓维检测服务有限公司和宣城市科正建筑检测有限公司，并实地考察了四家企业的生产现场，了解了企业的规模、关键设备、工艺水平和发展状况。 实地考察结束后，双方就利用世行贷款项目搭建科研平台、引进创新团队、开展成果转化、培育高新技术产业、孵化高新技术企业、培养技能型人才等进行了座谈。 座谈会上，朱大勇介绍了宣城校区专业设置、人才引进、科研平台搭建、实验室建设、本科生和研究生培养与就业等情况。双方就有效利用世行贷款项目开展科技合作进行了深入交流，在生物食品医药工程、新材料研发和机械电子产业的科研平台搭建、创新团队培育、科研成果转化、创新要素集聚、人才培养、创新创业基地建设、高新技术企业孵化等方面达成了合作意向。,http://news.hfut.edu.cn/show-162-15822-1.html
宣城校区与芜湖市举行产学研合作对接会 ,2015-06-01, 5月28日下午，宣城校区与芜湖市产学研合作对接会在宣城校区行政楼221会议室举行。芜湖市副市长汪华东，校党委副书记、副校长、宣城校区党委书记、管委会主任朱大勇等参加了对接会。 会上，朱大勇代表学校及校区对汪华东一行表示热烈欢迎，并简要介绍了宣城校区的发展规划、学科专业、人才培养、师资队伍、产学研合作等基本情况。他表示，校区将大力引进高层次人才和团队，紧密结合企业需求，加强产学研合作，立足宣城，辐射长三角周边城市，为服务地方经济建设作出应有贡献。 汪华东介绍了芜湖市发展的整体情况，重点介绍了汽车零部件、电子电气、材料、电线电缆、工业机器人、航空等产业的发展情况和人才有关政策。他指出，芜湖市求贤若渴，广纳贤才，希望与宣城校区在企业转型升级、科研成果转移、人才招聘、科研课题、企业家培训等方面加强合作。他表示芜湖市将对宣城校区学生来芜实习、就业等方面给予大力支持。 双方与会人员还就建立合作机制、畅通信息渠道等进行了深入交流。 芜湖市市政府，芜湖市经信委，芜湖市芜湖县、南陵县、繁昌县、弋江区经信委，宣城校区各相关单位负责人参加了会议。宣城校区与芜湖市产学研合作对接会举行,http://news.hfut.edu.cn/show-162-15873-1.html
温州市科技局来校开展科技活动,2015-06-02, 5月25日至30日，温州市科技管理及城市创新干部培训班在我校举行，48名学员均来自温州各地的科技管理部门和科技创新平台。开班仪式上，科研院副院长崔鹏对学员们表示热烈欢迎，并简要介绍了学校科研情况。温州市科技局党组副书记、副局长卢智远对学员们在学校的学习作了具体要求。培训期间，学员们学习了“迎接智能制造，产业发展的新机遇”、“企业创新、技术创新、文化创新”等课程，参观了学校“合肥工业大学数字工厂研究院”、“农产品生物化工教育部工程研究中心”、“安徽省汽车重点实验室”、“国家工业关键技术检测实验室”，对学校科研领域和科技成果有了进一步的了解。 本次培训是遵照温组发[2015]4号文件的有关要求，由温州市科技局委托我校举办。,http://news.hfut.edu.cn/show-1-15886-1.html
校长徐枞巍赴芜湖走访企业,2015-06-05, 为进一步加强我校和芜湖市有关企业的产学研合作，6月3日，校长徐枞巍一行赴安徽华东光电技术研究所和芜湖中集瑞江汽车有限公司参观访问。 6月3日上午，徐枞巍首先来到华东光电技术研究所，在所长吴华夏等人的陪同下，参观了成果展示大厅。在随后举行的座谈会上，吴华夏介绍了该所的历史沿革、队伍结构和近年的发展情况，特别是4个国家级重大技术创新平台建设及技术研发、为国防工程配套、发展规划等基本情况。徐枞巍感谢华东光电所对学校的支持，回顾了双方从2003年合作成立合工大光电技术研究院以来，在人才培养、研发平台建设、科研成果等方面所取得成绩。在今后进一步深化合作方面，双方进行了交流和讨论，并达成一致意见。 6月3日下午，徐枞巍一行来到芜湖中集瑞江汽车有限公司，公司总经理、我校校友王柱江对徐枞巍一行的到来表示热烈的欢迎，他介绍了公司创办历程、近年发展所取得的业绩以及未来发展愿景，并回顾和展望了校企长期以来的交流与合作情况，希望在科研、技术、人才等方面更进一步加深合作。徐枞巍在讲话中感谢瑞江汽车作为学校的董事单位对学校建设发展的支持，对公司从2002年创办以来所取得的骄人业绩表示祝贺；对王总所带领团队的创业过程、创业精神表示敬佩；对企业能够面向世界、面向专用车的前沿进行技术开发研制表示肯定，他表示学校与瑞江汽车有很大的合作空间，将积极加强校企合作，组织专业团队从事相关课题研究，帮助瑞江汽车做大做强。 在芜湖期间，徐枞巍还拜访了芜湖市委书记高登榜，市长潘朝晖，副市长汪华东、张志宏以及芜湖市高新区领导，就合肥工业大学更好的服务芜湖市经济社会发展进行了交流和沟通。 陪同徐枞巍校长出访的有校长助理李钢，科学技术研究院、党政办公室、光电技术研究院、机械与汽车工程学院等单位的有关领导和教授。,http://news.hfut.edu.cn/show-162-15983-1.html
我校组队参加湖州市第六届政产学研合作大会,2015-06-08, 6月3日，第六届中国湖州政产学研合作大会暨重大战略新型产业项目签约仪式在湖州举行，我校湖州技术转移中心组队参加了这次会议。 在这次大会上，我校机械与汽车工程学院胡兆稳副教授作合肥工业大学现代装备制造科技成果推介，我校电气工程学院阚超豪副教授作电机及其控制系统、传感器研究成果推介，同时还分别与浙江合立电子科技有限公司、安吉超亚家具有限公司签订“直线振荡电机及其驱动控制技术开发”、“座椅自动化生产线系统技术研究开发”合作协议。,http://news.hfut.edu.cn/show-162-15987-1.html
国网安徽省电力公司总经理秦红三一行来访我校并代表国网向学校赠书,2015-06-08, 6月5日下午，国网安徽省电力公司总经理秦红三一行来校座谈暨赠书仪式在学术会议中心第一会议室举行。校长徐枞巍，副校长刘晓平，校长助理李钢出席会议。 会上，秦红三感谢我校长期以来在人才培养、科研合作等方面给予企业的支持和帮助，表示校企双方在闭环电网工程的运行、管控和维护等方面具有广阔的合作前景，希望藉此进一步加强与学校的合作交流，共同研究、探讨新能源电网运行中的技术问题。 徐枞巍感谢省电力公司对学校用电、学生就业、科研合作等方面给予的支持。他简要介绍了学校与省电力公司相关专业发展的历史沿革、学科优势以及杰出校友。他说，学校积极推进智能电网分布式发电技术，在电网运行、维护和可靠性保障方面具有较好的技术支撑。作为智能电网发起单位之一，我校参与了国家电网发展战略和技术路线的制定。风力发电和太阳能综合利用技术或产品已在许多企业大规模转化。生物质能源秸秆发电、超焓锅炉、生活垃圾发电等技术有利于环保，具有较好的市场前景，已通过中试并正在进行产业化。他表示，学校重视在新能源、智能电网方面的校企合作，并取得了一定的成果，2014年，我校与国网安徽省电力公司电力科学研究院等单位合作项目《特高压与新能源背景下的安徽电网安全经济运行关键技术研究》获得了安徽省科学技术一等奖。希望未来校企在人才培养、科技研发、成果转化等方面继续深化合作交流，开拓新领域，续写新篇章。 会上，秦红三总经理代表国家电网公司向学校赠送由国家电网公司董事长、党组书记刘振亚撰写的两本书：《特高压交直流电网》和《全球能源互联网》，徐枞巍校长代表学校接受赠送，并表示感谢！秦红三表示，希望学校能够加强在此领域的科学研究和人才培养，共同开展特高压交直流电网和全球能源互联网方面的研究与合作。 《特高压交直流电网》解析了我国特高压交直流电网构建设想；《全球能源互联网》提出未来可供全球人类享用的清洁电力新能源-风、水、太阳能的必然趋势，描绘了全球能源互联网发展的蓝图。 会前，电气与自动化工程学院院长何怡刚、党委书记何岳颀陪同秦红三总经理参观了学院的实验室。会议由科学技术研究院副院长崔鹏主持。,http://news.hfut.edu.cn/show-162-15992-1.html
池州市委书记赵馨群一行来访,2015-06-11, 6月9日，池州市委书记赵馨群一行7人来访我校，就产学研合作、人才引进等方面内容与我校党委书记袁自煌进行了座谈交流。池州市委组织部长金庆丰、副市长汪和平，我校副校长吴玉程，及双方相关部门负责人参加了座谈。 座谈中，袁自煌对赵馨群一行来访表示欢迎，他简要介绍了学校的历史沿革，重点介绍了近年来学校产学研发展、学科建设、人才培养等方面情况。他指出，合肥工业大学的发展离不开各级政府的支持，希望双方以此为契机，加强合作，实现共同发展。 赵馨群代表池州市委、市政府对合肥工业大学多年来的支持表示感谢，她谈到，近年来池州工业发展迅速，已经形成了以电子信息产业为主导的产业集群。合肥工业大学在人才培养、应用性研究等方面有很大的优势，双方在产学研方面已经具备了很好的合作基础。她希望合肥工业大学在人才引进、技术培训等方面给予池州更大的支持，在科研平台建设、科研成果转化等方面加大合作力度，实现共赢。 最后，吴玉程介绍了学校人才引进情况，并就双方联合建立实验室、搭建科研平台等与来访人员进行了深入交流研讨。池州市委书记赵馨群一行来访,http://news.hfut.edu.cn/show-162-16089-1.html
安阳市政企代表团来校考察交流,2015-06-26, 6月24日，安阳市城乡一体化示范区党工委书记张宝香、安阳强基精密制造产业园股份有限公司董事长戴立宏等一行7人来校考察交流。校长徐枞巍，校长助理李钢、景和平会见来宾，并重点就推进“617工程”的实施进行了座谈。 座谈会上，“617工程”总工程师刘继广教授专题汇报了生产线22台套定制设备与92台套自制设备的研发与采购情况，并对生产线整体进场安装调试时间、人员与保障措施等作了说明。 听取汇报后，张宝香转达了安阳市委、市政府领导对合肥工大支持安阳市发展和精铸产业园建设的感谢。他表示：“617工程”是安阳市委、市政府的１号工程，也是地方推进经济转型的重要工程。在学校领导与项目组成员的共同努力下，工程进展顺利，阶段成果令人振奋。安阳市委、市政府及示范区将严格按照时间表，全力做好设备进场安装、调试的各项协调与服务工作。他希望学校继续支持安阳发展，推进更多的科研成果在安阳市落地开花。 徐枞巍对安阳市委、市政府对合肥工业大学及“617工程”所给予的支持与关心表示感谢。他指出，制造业是国民经济的主体，也是强国之基。当前，我国正按照“四个全面”战略布局要求，大力实施制造强国战略，“617工程”就是贯彻落实《中国制造2025》直接举措。从设计、研发、设备到生产线，“617工程”历时一年多，充分体现了信息技术与制造业的深度融合，具有很强的创新性，也将是中国的首台套。在各方努力下，工程目前已经进入最后的攻坚阶段，学校和项目组有信心和决心一战必胜。他建议在指挥部的领导下，成立由学校、政府和企业组成的三人小组，倒排工期，定期会商，确保按期、按质完成生产线安装调试工作，切实体现其示范性与先进性。 安阳市城乡一体化示范区党工委书记副书记、管委会常务副主任张凤山，安阳市发改委、市项目办招商组同志，学校党政办、六安路校区综合管理办公室、国防装备技术研究院负责同志参加座谈。,http://news.hfut.edu.cn/show-162-16362-1.html
刘宇澄受聘为我校兼职教授,2015-07-03, 7月2日下午，刘宇澄博士受聘为我校兼职教授。授聘仪式在格物楼二楼学术报告厅举行，副校长刘志峰，机械与汽车工程学院、材料科学与工程学院师生代表参加了仪式。 机械与汽车工程学院副院长黄康教授介绍了刘宇澄博士的个人简历和学术成就。 副校长刘志峰教授为刘宇澄颁发聘书。刘志峰对刘宇澄回母校开展学术交流表示欢迎，希望他今后能经常来学校开展科研工作，指导机械工程学科以及相关交叉学科的建设与发展，促进学校高层次人才的引进、培养与提升。刘志峰还充分肯定了刘宇澄的学术成果及贡献，号召广大师生以校友刘宇澄为榜样，认真开展各项科研教学工作。 刘宇澄感谢母校的培养，对母校的聘任表示感谢。他表示将尽自己最大的努力为母校工作，进一步加强与母校母院科研团队建设、学科发展、人才培养等方面交流与合作。 授聘仪式结束后，刘宇澄作了题为《Multiscale Modeling and Simulation of Ni-Cu Penetration》的学术报告。报告介绍了应用多尺度建模结合内状态变量方法模拟镍-铜高速穿透过程。相比于传统的Johnson-Cook模型，报告所提出的内状态变量结合多尺度模拟的方法在材料的开发，优化和制造领域里有着更广泛的应用。刘宇澄还与现场师生进行了互动与交流。 刘宇澄1997年毕业于我校机械工程系机电一体化专业，2005年获美国路易斯维尔大学博士学位，现为美国密西西比州立大学机械工程系终身教授；其主要研究方向为汽车系统设计与分析、海波能转换器的设计与建模、计算流体力学、材料与结构高速撞击穿透分析、材料多尺度建模与模拟。在国际期刊发表研究论文70余篇。刘宇澄还是美国机械工程师协会(ASME)、国际汽车工程师协会(SAE)、美国工程教育协会(ASEE)会员，北美职业工程师，美国国家基金委(NSF)、能源部(DOE)基金评审人，澳大利亚高能材料研究院荣誉院士，6家学术期刊的主编或编委，约50家学术期刊的审稿人。,http://news.hfut.edu.cn/show-162-27441-1.html
我校组队参加湖州市德清县小微企业三年成长计划推进会,2015-07-08, 7月6日，湖州市德清县小微企业三年成长计划推进会暨小微企业服务周活动启动仪式在德清县举行。我校湖州技术转移中心组队参加了此次会议。 会上，我校机械与汽车工程学院刘向农副教授与浙江合立电子科技有限公司签订了“热泵型电动汽车空调系统开发及关键技术研究”合作协议。,http://news.hfut.edu.cn/show-162-27503-1.html
宣城校区与郎溪县召开产学研对接会 ,2015-07-10, 7月9日下午，宣城校区在行政楼211会议室与郎溪县召开产学研对接会。校党委副书记、副校长、宣城校区党委书记、管委会主任朱大勇主持对接会。　 对接会上，郎溪县副县长何峻介绍了郎溪县的产业结构、区域优势、重点企业等，强烈表达了引进人才和产学研深化合作的愿望。他邀请我校专家博士赴郎溪县参观考察，与企业对接，开展多种多样的产学研合作活动，帮助企业解决技术难题，通过产学研实现地方经济发展与校区发展的紧密耦合和双赢。 朱大勇对何峻一行的来访表示欢迎。他介绍了宣城校区博士引进政策、人才队伍和学科建设等情况，重点介绍了校区实施的博士产学研启动专项资助基金政策实施情况和目标与意义。他强调了校区在宣城市的产学研工作“在服务中求发展、在发展中求贡献”的合作理念。他希望通过与宣城市各级政府和企业密切合作，把产学研工作做得更扎实、更深入，也为郎溪县的经济社会发展不断做出新的贡献。 会上，双方还就初步摸底的郎溪县12家企业的技术需求与合作方式、下一步郎溪县产学研合作活动的方案进行了讨论，并达成合作意向，进一步促进了校区产学研工作在郎溪县扎实、有序、深入开展。 郎溪县委组织部、人力资源和社会保障局、政府办、安徽动力源科技有限公司等单位负责人，宣城研究院、机械工程系、基础部、信息工程系、化工与食品加工系等单位负责人和博士代表参加了对接会。,http://news.hfut.edu.cn/show-162-27548-1.html
武汉大学资产公司一行来校调研,2015-07-24, 7月20日，武汉大学资产经营投资管理有限责任公司总经理董有明一行来校资产经营公司进行调研。我校总会计师闫平及资产经营公司负责人接待了董有明一行。 闫平对董有明一行的到来表示热烈欢迎。他介绍了学校的改革与发展、产学研等情况。校长助理、资产经营公司总经理景和平、产业党委书记宋黎明及资产经营公司副总经理张勇就我校产业发展情况等进行了详细介绍。双方就如何发展校办产业、产学研等进行了深入探讨和广泛交流。 董有明在会上也向我校同行介绍了武汉大学资产经营投资管理有限责任公司的工作情况。他认为，两校产业工作存在许多同样需要面对的问题，希望双方能相互启发、相互借鉴、相互学习，继续做好高校产业工作。,http://news.hfut.edu.cn/show-162-27740-1.html
蚌埠高新区副主任刘士兴一行来访,2015-07-29, 7月27日上午，蚌埠高新区副主任刘士兴一行来访我校。 在斛兵楼210会议室，电子科学与应用物理学院、微电子学院负责人及教授与刘士兴一行就产学研合作进行了座谈交流。 学院院长梁华国、党委书记赵金华对刘士兴一行来访表示热烈欢迎。副院长张多利简要介绍了学院办学方式、师资情况、学科平台、研究方向及科研情况。 刘士兴一行对学院的热情接待表示感谢，并详细介绍了蚌埠市高新区的基本情况。蚌埠高新区是以装备制造及汽车零部件、电子信息、新材料和新能源、生物医药等四大产业为主导的开发区，其中电子信息类企业占70%左右。随同来访的电子科技集团、双环电子集团、国方电子科技有限公司等企业介绍了本单位研发情况和合作需求。 双方就搭建合作平台，促进科研成果转化，学生就业实习、建立实习基地和人才引进及培养等方面进行了洽谈，并达成了初步合作意向。座谈结束后，刘士兴一行在学院相关人员的陪同下，参观了逸夫楼实验室、电子元器件材料实验室和3D打印中心。 ,http://news.hfut.edu.cn/show-162-27771-1.html
我校与德清县共同举办新材料专场技术对接会,2015-08-05, 7月30日，我校与德清县共同举办的新材料专场技术对接会在德清县科技成果转化中心举行。我校化学与化工学院、材料科学与工程学院相关专家参加了对接会。 对接会上，我校专家主要就各自重点研究领域以及与新材料、先进材料塑性成形等相关的研究成果进行了介绍。参会的德清县六个乡镇的18家企业也分别阐述了在材料加工、制造等方面面临的技术难点和迫切需要的技术支持。 在互动环节中，我校专家和企业的技术负责人展开了富有成效的讨论，浙江立泰复合材料股份有限公司、浙江大大不锈钢股份有限公司、华浚塑料建材股份有限公司在会上提出了希望能进一步深化校企合作的意向。,http://news.hfut.edu.cn/show-162-27860-1.html
产学研项目《智慧路灯数字化管理系统》通过鉴定,2015-10-09,10月7日上午，安徽省科学技术厅在我校主持召开《智慧路灯数字化管理系统》科技成果鉴定会。该项目由我校和合肥大明节能科技股份有限公司联合研制。鉴定专家组由浙江大学谭建荣院士担任主任，中国科学技术大学熊焰教授和合肥物质科学研究院孙怡宁研究员担任副主任，专家组其它他成员分别来自中国科学技术大学、南京理工大学、安徽大学、合肥学院、解放军电子工程学院、合肥通用机械研究院、38研究所、阳光电源公司。会上，鉴定专家组在全面听取了课题组工作及技术汇报的基础上，审查了查新报告、测试报告和用户意见等证明材料，对该项目的完成情况进行了认真的审查和评议，一致认为：该项目研究全面、深入、系统，突破了照明领域关键技术，系统先后在蜀山产业园与滨湖新区完成了中试和大试，其总体研究成果达到国内领先，项目鉴定资料规范齐全，符合成果鉴定要求，通过项目鉴定。该项目自2008年启动以来，经过不懈努力，取得了多项创新成果。《智慧路灯数字化管理系统》顺利通过鉴定，将为城市照明领域实现智能化、数字化管理探索了新的路径。,http://news.hfut.edu.cn/show-7-28612-1.html
天津市高校代表团一行来校调研,2015-10-13,10月13日上午，由河北工业大学副校长刘兵，天津中医药大学副校长周桂桐，天津理工大学、天津财经大学、天津师范大学、天津职业师范学院、河北工业大学教务处相关负责人组成的天津市高校代表团一行7人来访我校，就应用型人才培养模式、卓越工程师培育计划实施情况、创新创业教育开展情况、实践实验教学改革以及教学质量保障与监控体系等工作进行调研。在屯溪路校区学术会议中心第二会议室，天津市高校代表团一行与我校校长梁樑等进行了座谈交流。梁樑首先对天津市高校代表团一行来访表示欢迎。简要介绍了学校的基本情况后，梁樑就学校力推以能力为导向的一体化教学体系建设和创新创业教育等工程科技人才培养模式改革的主要举措和实施情况进行了重点介绍。副教务长陈翌庆从工程科技人才培育模式改革的必要性、构建以能力为导向的一体化教学体系、创新工程科技人才培育模式、我校工程科技人才培育模式改革成效等四个方面工作进行了具体介绍。在听取了相关介绍后，双方还就教学管理和服务的机构设置、教学质量管理与保障体系建设、实践能力培育手段、实训平台建设等相关改革措施及建设情况等进行了深入交流。随后，代表团一行参观了我校化工基础技能实训基地。来宾表示，此次调研交流，让他们感受到了合肥工业大学在教学管理等方面工作顶层设计的科学性，看到了工大在改革工程科技人才培育模式等方面取得的显著成效，很多方面值得他们学习和借鉴。希望加强与合肥工大的交流，推动高教事业共同发展。,http://news.hfut.edu.cn/show-162-28720-1.html
仪器学院举行“学生骨干挂职锻炼”项目对接会,2015-10-29,为了进一步强化实践育人共同体的目标要求，锤炼大学生的奉献精神和社会责任感，10月28日下午，仪器科学与光电工程学院在包河区望湖街道沁心湖社区举行了“学生骨干挂职锻炼”项目对接会暨志愿者工作交流会。学院相关负责人、各年级辅导员、学生志愿者、沁心湖社区负责任人及社区相关工作人员参加了交流会。在交流会上，社区党支部书记王康充分肯定了前期挂任书记助理和主任助理的鲍思源、彭文志、韩亚廷、张晶秋四位学生的工作，并为他们颁发了感谢卡及奖品。鲍思源和彭文志分别对自己过去一年的工作进行了总结并畅谈心得体会。该院各年级辅导员介绍了学院志愿服务工作情况、学院“党建亮化工程”的具体实施原则以及新一期挂职学生的遴选情况。该院党委书记马文革说，社区为学生提供了一个锻炼能力的好场所，和社区合作有利于促进学院党员及学生骨干的发展及成长，是实践育人接地气的表现。他表示，学院会一如既往的支持和关心该项工作的推进，积极打造极具学院特色的学生项目。当天，沁心湖社区还聘请该院学生夏阁淞为社区书记助理，包博、王杰、杨伟强为主任助理。这是仪器学院第三批到社区挂职锻炼的学生骨干，这些学生骨干将在社区领导及工作人员的帮助和指导下，围绕社区文化建设、青少年教育、公益志愿服务和活动阵地建设等方面开展工作。,http://news.hfut.edu.cn/show-162-29015-1.html
三峡大学校长何伟军来校调研,2015-10-31,10月30日下午，三峡大学校长何伟军等一行6人来校调研。校长梁樑在学术会议中心第二会议室会见了何伟军一行。梁樑对何伟军一行的来访表示热烈欢迎。梁樑介绍了学校基本情况，并就学校学科专业结构布局和国家重点学科建设、以能力为导向的一体化人才培养体系建设、“2011计划”协同创新中心建设以及在重大装备与智能制造等方面的建设发展情况做了说明。何伟军感谢合肥工业大学长期以来对三峡大学的支持，并简要介绍了三峡大学建设和发展情况。何伟军表示，合肥工业大学近年来发展迅速，在机械制造、车辆工程、管理科学与工程、电气与自动化等多个学科领域取得了大量成果，希望双方今后进一步加强交流与合作，实现共同发展。会后，何伟军一行参观了电气与自动化工程学院能源研究所、电工电子实验中心、分布式发电实验室以及教育部光伏系统工程研究中心。党政办公室、教务部、电气与自动化工程学院等单位负责同志和有关教师参加了座谈和参观活动。,http://news.hfut.edu.cn/show-162-29031-1.html
德国Baltic Racing 车队访问我校越影车队,2015-11-03,11月2日下午，德国斯特拉尔松德应用科学大学Baltic Racing车队指导老师彼得·罗斯曼内克教授一行4人来我校越影车队基地参观访问。?xml:namespace>在访问过程中，越影车队的队员们带领Baltic Racing车队的队员参观了赛车实验室，并就方程式赛车进行了交流、讨论。随后，彼得教授一行与我校机械与汽车工程学院党委书记张代胜、副院长黄康、车队指导老师姜武华就双方学校机械类专业设置、人才培养模式及车队管理模式进行了深入交流和讨论。彼得·罗斯曼内克教授对该院及越影车队的工作给予了高度的评价，并提出了双方就车辆工程专业的一些合作意向。交流结束后，彼得·罗斯曼内克教授向张代胜教授及方程式车队发出了访问斯特拉尔松德应用科学大学的邀请，希望双方能进一步加强交流和合作。张代胜教授欣然应邀。,http://news.hfut.edu.cn/show-162-29077-1.html
Perry Ng受聘为我校兼职教授,2015-11-17,11月9日下午，PerryNg兼职教授授聘仪式暨学术报告会在生物与食品工程学院6楼报告厅举行。副校长吴玉程、生物与食品工程学院相关负责同志及师生参加了授聘仪式，仪式由生物与食品工程学院院长刘永胜教授主持。?xml:namespace>副校长吴玉程颁发了兼职教授聘书。吴玉程副校长在致辞中对PerryNg来校开展学术交流活动表示欢迎，并希望通过PerryNg教授加强合肥工业大学与密歇根州立大学的全方位合作，进一步促进食品学科在人才培养、科学研究等方面的发展。PerryNg教授表示，非常高兴能够成为合肥工业大学的一员，将积极开展学术交流活动，努力推动学校间的合作。受聘仪式结束后，PerryNg教授作了题为“RelationshipbetweenPhysicochemicalStructureofFlourProteinsandBakingQuality”的学术报告，主要介绍了小麦品种、面粉蛋白质特性对加工谷物食品品质的影响及其作用机理。PerryNg教授同时介绍了密歇根州立大学及其所在食品科学与人类营养系的相关情况。PerryNg，美国密歇根州立大学食品科学与人类营养系教授、系副主任，美国国际谷物化学家协会理事、国际谷物科学技术协会Fellow。其研究领域主要为小麦理化、遗传特性与谷物食品加工品质、谷物挤压膨化加工、食品营养成分功能和作用机理。PerryNg教授主持有美国国际开发署、农业部等多项科研项目，在CriticalReviewsinFoodScienceandNutrition、FoodResearchInternational、FoodChemistry、FoodHydrocolloids、JournalofCerealScience、CerealChemistry等期刊上发表SCI论文130多篇，担任CerealChemistry、TheCropJournal、JournalofGeneticsandBreeding等期刊编委。,http://news.hfut.edu.cn/show-162-29264-1.html
机汽学院部分师生赴芜湖信义玻璃有限公司走访参观,2015-11-23,11月20日上午，机汽学院信义玻璃奖、教学金获得者走访参观了芜湖市信义玻璃集团有限公司。走访中，信义玻璃有限公司总工向颖悟向我校师生介绍了企业的发展情况。机汽学院党委书记张代胜向信义玻璃有限公司表示感谢，并介绍了学院的总体情况，对获奖师生提出了要求与期望。该院王旭迪老师作为获奖教师代表发言，他表示会怀着感恩的心不断付出努力，在科研和教学方面回馈社会。随后，该院师生参观了生产车间，并了解了生产流程等情况。“信义玻璃”企业奖学金是由芜湖信义玻璃集团有限公司自2014年开展设立，共出资30万元，连续3年奖励在校品学兼优的本科生、硕士生、优秀教师。今年是该奖项的第二次颁发。机汽学院部分师生赴芜湖信义玻璃有限公司走访参观,http://news.hfut.edu.cn/show-162-29375-1.html
美国克拉克大学代表团来校访问,2015-11-25,11月18日至21日，美国克拉克大学副教务长兼研究生院院长 William Fisher、COPACE学院副院长Amy Gardner、中国项目主任李柏庆一行三人来校访问。副校长赵韩会见了来宾。代表团与资源与环境工程学院、国际事务部就两校在地理信息系统（GIS）专业开展学生联合培养项目展开讨论，双方在项目设置、培养模式、时间规划等事项上达成一致，并签署了会议纪要。访问期间，代表团与经济学院就双方今年合作开办的国际经济与贸易专业中外合作办学本科项目运行过程中的英语教学、资源共享、教学任务确认等具体问题进行了磋商和确认。在该项目首届新生见面会上，来宾进一步介绍了克拉克大学以及合作项目的情况，并与学生积极互动交流，取得了良好的效果。,http://news.hfut.edu.cn/show-162-29415-1.html
台湾交通大学张俊彦教授、群联电子潘健成董事长来校访问,2015-12-03,12月2日下午，前台湾交通大学校长、美国国家工程院海外院士张俊彦教授，台湾群联电子股份有限公司潘健成董事长一行来校洽谈合作并做学术报告。张俊彦教授在斛兵楼报告厅为电子科学与应用物理学院、微电子学院部分教师和研究生做了题为《New Horizon : Surface potential booster via Negative Capacitance PLUS More Dimensional FINFET Performances VIA INTERNAL Gate》的学术报告，介绍了台湾半导体行业的历史沿革、当今半导体行业的发展趋势及最新研究方向。随后，潘健成董事长一行和电物学院、微电子学院院长梁华国等相关负责同志在斛兵楼210会议室举行了座谈。双方就国际人才培养、联合实验室建立、科研项目申报、企业技术人才来校授课等方面展开了全面而深入的探讨并达成了合作意向。,http://news.hfut.edu.cn/show-162-29583-1.html
我校与安徽省立医院志愿服务合作共建签字仪式举行,2015-12-08,12月5日上午，我校与安徽省立医院志愿服务合作共建签字仪式在安徽省立医院综合楼举行。仪式由安徽省立医院团委社会工作委员刘磊主持。在签字仪式上，安徽省立医院团委书记方萍宣读了给志愿者的一封信。对于参加本次仪式和参与志愿服务的志愿者们表示感谢与欢迎，并介绍了安徽省立医院的历史与志愿服务工作开展情况，对我校志愿者三年来为安徽省立医院提供的坚持不懈的志愿服务表示感谢，赞扬了志愿者们所展现出的当代大学生良好的精神风貌，肯定了我校志愿服务对医院医疗服务工作的协助作用。我校团委副书记南国君在签字仪式上致辞。他对于安徽省立医院对我校志愿服务工作的支持和帮助表示感谢，认为这样的志愿服务实践既有利于高校的人才培养，又能够进一步促进大学生在实践中学习和践行社会主义核心价值观、传递社会正能量，是院校之间的互利共赢。对于我校与安徽省立医院志愿服务三年来的合作共建成效表示高度的认可，并对今后进一步的合作共建提出了意见和建议。方萍和南国君代表双方签订了合作共建协议。签字仪式后，安徽省立医院相关负责人对志愿者进行了培训，并带领志愿者们实地参观了医院门诊诊疗流程、体验了相关自助设备。志愿者们相互分享了志愿服务经验。,http://news.hfut.edu.cn/show-162-29636-1.html
